name	P1	P2	P3	P4	P5	P6
Pseudolabrys sp. FHR47	6212	5252	3895	6099	7710	4531
Pseudolabrys taiwanensis	13455	14518	9989	14408	16967	11823
Pseudolysobacter antarcticus	79	0	0	0	88	0
Pseudomonas aeruginosa	17165	17723	20472	12933	20284	9268
Pseudomonas alcaligenes	0	0	0	0	2800	0
Pseudomonas benzenivorans	0	341	0	0	0	0
Pseudomonas chlororaphis	0	0	530	0	0	252
Pseudomonas citronellolis	0	1544	0	0	0	2860
Pseudomonas entomophila	679	392	0	0	0	0
Pseudomonas fluorescens	555	682	371	1184	528	347
Pseudomonas fulva	0	0	0	0	8148	0
Pseudomonas guangdongensis	0	0	520	0	0	0
Pseudomonas knackmussii	0	0	0	1284	0	16188
Pseudomonas orientalis	0	0	272	0	0	0
Pseudomonas oryzihabitans	0	0	0	0	1324	0
Pseudomonas otitidis	0	0	270	0	0	0
Pseudomonas protegens	0	0	0	0	0	454
Pseudomonas psychrotolerans	0	0	0	0	3274	0
Pseudomonas putida	6980	9230	3657	4863	15542	0
Pseudomonas sp. 273	0	0	0	0	0	643
Pseudomonas sp. ABC1	0	0	0	279	0	0
Pseudomonas sp. HR96	0	0	0	365	0	0
Pseudomonas sp. LS1212	272	0	0	333	331	0
Pseudomonas sp. Ost2	0	0	0	207	0	0
Pseudomonas sp. PSE14	339	0	0	0	334	0
Pseudomonas sp. SCB32	0	0	0	0	0	434
Pseudomonas sp. TCU-HL1	0	0	0	0	225	0
Pseudonocardia abyssalis	531	558	1132	330	504	277
Pseudonocardia alaniniphila	111	549	21	75	41	93
Pseudonocardia autotrophica	1159	1171	921	624	579	390
Pseudonocardia broussonetiae	1164	1512	1915	627	1166	415
Pseudonocardia dioxanivorans	5696	7320	3897	3445	3404	2045
Pseudonocardia petroleophila	1431	956	1745	1058	968	512
Pseudonocardia sp. AL041005-10	498	886	630	1054	2521	315
Pseudonocardia sp. DSM 110487	1921	4074	2499	1894	1402	648
Pseudonocardia sp. HH130629-09	0	0	252	241	268	0
Pseudonocardia sp. HH130630-07	491	419	593	491	289	176
Pseudorhodoplanes sinuspersici	3014	2655	1964	2842	2920	1774
Pseudoroseomonas cervicalis	370	357	955	722	608	0
Pseudosulfitobacter pseudonitzschiae	0	0	0	0	0	487
Pseudoxanthomonas mexicana	1497	0	0	0	0	0
Pseudoxanthomonas sp.	0	235	0	0	0	0
Pseudoxanthomonas suwonensis	0	674	0	586	0	0
Psychromicrobium lacuslunae	0	0	0	0	124	0
Pyruvatibacter mobilis	385	0	0	0	0	0
Pyxidicoccus parkwaysis	485	1344	6780	1097	1120	938
Qipengyuania flava	0	0	0	0	801	0
Raineyella fluvialis	111	0	67	0	0	0
Raineyella sp. LH-20	0	501	0	0	0	0
Raineyella sp. W15-4	311	0	192	0	0	0
Ralstonia insidiosa	8779	13480	6898	0	4077	1663
Ralstonia mannitolilytica	5195	2483	4624	4437	3216	3203
Ralstonia pickettii	2583	1447	3457	2048	5564	0
Ralstonia pseudosolanacearum	0	1839	1072	1185	0	926
Ralstonia solanacearum	1411	1125	1278	3004	938	682
Ralstonia sp. RS642	0	0	0	0	6414	0
Ralstonia wenshanensis	0	230	213	424	264	0
Ramlibacter tataouinensis	5103	6563	5499	7449	9038	2309
Rathayibacter tanaceti	0	0	0	0	240	0
Rhizobacter sp. AJA081-3	569	991	399	971	767	268
Rhizobium etli	0	301	0	0	585	372
Rhizobium gallicum	454	384	391	0	680	938
Rhizobium jaguaris	1193	2980	1783	4613	1642	5774
Rhizobium leguminosarum	1229	658	1633	1225	1544	1258
Rhizobium lusitanum	0	0	0	178	0	0
Rhizobium phaseoli	537	515	275	451	0	301
Rhizobium rhizogenes	0	515	308	539	435	448
Rhizobium ruizarguesonis	0	0	177	276	430	208
Rhizobium sp. 11515TR	0	276	1212	879	774	463
Rhizobium sp. AB2/73	338	0	5189	1065	1424	454
Rhizobium sp. BG4	0	248	1355	2135	444	403
Rhizobium sp. CB3090	789	1906	265	515	377	1225
Rhizobium sp. CB3171	777	2902	0	850	1247	877
Rhizobium sp. CC-CFT758	0	0	0	392	0	0
Rhizobium sp. CSC1952	0	0	0	338	0	325
Rhizobium sp. NXC24	0	1139	0	0	0	0
Rhizobium sp. TH2	156	0	127	153	0	0
Rhizobium sp. WYJ-E13	0	241	110	0	235	122
Rhizobium sullae	237	389	0	0	318	0
Rhizobium tropici	0	2399	760	1481	1184	1017
Rhizobium tumorigenes	259	0	0	0	0	0
Rhizorhabdus dicambivorans	0	0	1320	0	0	0
Rhizorhabdus wittichii	1145	1864	0	1898	1909	0
Rhodanobacter denitrificans	369	0	0	0	259	0
Rhodanobacter sp. FDAARGOS 1247	0	0	380	0	0	0
Rhodanobacter thiooxydans	0	0	0	0	442	0
Rhodobacter sp. CZR27	285	0	0	0	0	0
Rhodocaloribacter litoris	84	0	99	212	242	0
Rhodococcus antarcticus	462	371	168	213	242	321
Rhodococcus fascians	170	256	217	167	0	0
Rhodococcus jostii	0	211	0	0	0	0
Rhodococcus koreensis	128	0	0	0	138	0
Rhodococcus opacus	975	804	1158	1638	1574	1418
Rhodococcus pseudokoreensis	0	0	129	123	0	0
Rhodococcus pyridinivorans	0	2278	0	0	0	0
Rhodococcus rhodochrous	402	0	415	439	0	0
Rhodococcus ruber	0	0	852	0	0	0
Rhodococcus sp. ABRD24	0	236	0	0	0	203
Rhodococcus sp. B7740	0	0	0	0	0	101
Rhodococcus sp. MTM3W5.2	199	257	154	452	0	457
Rhodococcus sp. SGAir0479	746	578	408	263	0	1223
Rhodococcus sp. USK10	0	0	86	0	0	0
Rhodococcus sp. USK13	214	242	214	131	0	0
Rhodococcus sp. W8901	1132	827	0	591	232	2702
Rhodococcus sp. WAY2	0	261	0	0	0	0
Rhodococcus sp. X156	0	452	287	433	0	0
Rhodococcus sp. Z13	341	262	116	0	0	0
Rhodoferax ferrireducens	0	0	0	269	0	0
Rhodoferax koreense	3681	4541	2970	4586	8221	0
Rhodoferax sediminis	132	126	179	0	219	0
Rhodoferax sp. BAB1	0	0	0	0	440	0
Rhodomicrobium lacus	193	0	155	407	394	239
Rhodomicrobium vannielii	106	216	425	502	432	470
Rhodoplanes sp. Z2-YC6860	51809	43050	34942	41907	50512	28789
Rhodopseudomonas boonkerdii	764	718	866	0	1059	563
Rhodopseudomonas palustris	13411	13532	14046	12807	13075	8446
Rhodopseudomonas sp. BAL398	2702	2956	2534	3419	1979	2090
Rhodopseudomonas sp. P2A-2r	1369	1036	1024	1629	1351	1333
Rhodopseudomonas sp. SK50-23	394	261	301	618	429	0
Rhodospirillum centenum	0	0	0	524	580	0
Rhodospirillum rubrum	0	0	279	0	0	166
Rhodothermus marinus	55	66	91	100	95	0
Rhodovastum atsumiense	1190	1126	3534	779	1037	887
Romboutsia hominis	0	0	230	0	0	0
Romboutsia ilealis	0	0	0	3451	0	0
Romboutsia sp. 13368	0	0	0	830	0	0
Romboutsia sp. CE17	0	0	234	0	0	0
Roseateles amylovorans	0	0	203	332	452	0
Roseateles sp. DAIF2	1123	581	518	0	1309	0
Roseibium sp. Sym1	761	0	0	774	965	0
Roseiflexus castenholzii	0	0	60	0	0	0
Roseimaritima ulvae	0	0	0	46	0	0
Roseimicrobium sp. ORNL1	0	18	0	18	0	26
Roseinatronobacter sp. S2	0	0	0	0	55	0
Roseitalea porphyridii	544	0	316	452	633	0
Roseivivax marinus	0	0	318	0	0	0
Roseococcus microcysteis	441	287	436	595	509	0
Roseomonas fluvialis	178	318	462	334	354	179
Roseomonas gilardii	1138	809	790	0	1309	0
Roseomonas haemaphysalidis	215	339	298	0	235	223
Roseomonas marmotae	311	217	335	213	346	0
Roseomonas mucosa	4846	0	4483	0	0	0
Roseomonas sp. OT10	2081	2128	2924	2832	1415	1284
Roseovarius indicus	0	0	0	589	0	0
Roseovarius pacificus	159	0	0	0	0	0
Rosistilla ulvae	0	0	0	0	0	38
Rossellomorea marisflavi	0	0	10233	0	1248	0
Rothia kristinae	0	0	482	0	0	0
Ruania suaedae	0	0	0	0	220	166
Ruania zhangjianzhongii	0	108	66	0	0	0
Rubinisphaera brasiliensis	41	0	0	0	0	0
Rubrivivax gelatinosus	0	812	579	1363	2236	279
Rubrobacter marinus	43	0	75	110	65	65
Rubrobacter tropicus	100	86	174	133	137	67
Rubrobacter xylanophilus	180	156	345	147	337	223
Rugamonas sp. DEMB1	0	0	0	1073	984	0
Rummeliibacillus sp. G93	0	0	356	0	0	0
Saccharomonospora cyanea	0	0	233	140	0	142
Saccharomonospora glauca	317	0	0	0	0	0
Saccharomonospora marina	379	967	358	424	550	235
Saccharomonospora viridis	0	0	0	87	0	0
Saccharomonospora xinjiangensis	112	0	0	131	0	0
Saccharopolyspora erythraea	932	1691	983	1091	1098	510
Saccharopolyspora gloriosae	215	0	104	0	0	0
Saccharopolyspora gregorii	404	441	124	365	493	188
Saccharopolyspora pogona	1866	1390	2847	1726	1251	850
Saccharopolyspora rosea	898	488	384	325	486	299
Saccharopolyspora sp. ASAGF58	1747	1377	1277	601	251	377
Saccharopolyspora spinosa	2566	6798	2261	3093	2127	697
Saccharothrix espanaensis	486	6104	392	586	265	321
Saccharothrix sp. 6-C	421	4142	582	596	291	483
Saccharothrix syringae	347	4942	457	608	745	287
Salinibacter ruber	0	0	0	26	0	0
Salinispora tropica	206	0	127	0	0	0
Salipiger abyssi	0	0	0	0	1592	0
Salipiger profundus	1009	0	0	0	769	0
Sandaracinus amylolyticus	994	905	974	1349	2090	998
Sanguibacter sp. HDW7	0	302	0	0	0	0
Schlegelella aquatica	443	685	483	772	837	182
Sediminicoccus rosea	515	414	566	399	602	426
Segniliparus rotundus	0	0	0	68	0	0
Selenomonas sputigena	0	0	0	0	96	0
Serinicoccus hydrothermalis	0	0	0	279	0	248
Serinicoccus marinus	0	0	139	0	0	0
Serpentinimonas maccroryi	574	658	399	0	1377	0
Serpentinimonas raichei	0	776	0	0	0	0
Serratia marcescens	0	5769	0	5127	0	3050
Shinella oryzae	0	0	0	440	0	0
Shinella sp. HZN7	2712	2052	0	0	2989	0
Shinella zoogloeoides	5761	5854	0	9046	3098	5174
Shouchella lehensis	0	0	246	0	0	0
Sideroxyarcus emersonii	0	0	0	1729	263	0
Sideroxydans lithotrophicus	0	0	0	1251	0	0
Sideroxydans sp. CL21	0	0	0	395	134	0
Singulisphaera acidiphila	3822	4081	5501	3610	4229	3917
Sinomonas atrocyanea	0	0	7184	429	1017	0
Sinomonas sp. R1AF57	0	0	344	181	0	0
Sinorhizobium alkalisoli	0	0	0	0	362	0
Sinorhizobium americanum	435	470	0	0	0	0
Sinorhizobium fredii	3306	2940	2308	3227	3543	1853
Sinorhizobium garamanticum	0	356	301	421	0	395
Sinorhizobium medicae	290	0	0	378	395	0
Sinorhizobium meliloti	0	0	1532	0	0	0
Sinorhizobium mexicanum	551	603	566	1172	1054	734
Sinorhizobium numidicum	0	286	0	351	474	0
Sinorhizobium sojae	0	0	0	0	462	330
Sinorhizobium terangae	227	218	0	0	0	0
Skermanella mucosa	0	0	512	234	365	0
Skermanella pratensis	497	0	332	0	0	0
Skermanella rosea	0	0	266	240	591	0
Skermanella sp. TT6	0	0	2688	3655	2928	3215
Skermania piniformis	0	125	0	145	0	0
Solibacillus daqui	485	0	0	0	0	0
Solibacillus silvestris	0	0	250	576	0	0
Solicola gregarius	163	146	111	310	233	0
Solidesulfovibrio magneticus	0	0	57	0	0	0
Solimonas sp. K1W22B-7	235	324	413	237	0	0
Solwaraspora sp. WMMA2056	205	0	126	204	355	0
Solwaraspora sp. WMMD791	0	211	0	153	0	0
Solwaraspora sp. WMMD937	257	205	141	0	0	0
Sorangium cellulosum	6767	7900	9182	8054	10517	5262
Sphaerisporangium sp. TRM90804	120	151	0	0	0	0
Sphaerobacter thermophilus	0	18	53	45	57	17
Sphaerospermopsis torques-reginae	0	0	128	0	0	0
Sphaerotilus sp. FB-5	0	3577	4502	6497	5715	0
Sphaerotilus sulfidivorans	0	678	769	677	887	239
Sphingobium fuliginis	0	0	2787	0	0	0
Sphingobium sp. JS3065	0	0	0	2589	0	0
Sphingobium sp. SYK-6	1030	0	0	0	0	0
Sphingobium sp. V4	579	0	0	0	0	0
Sphingobium xenophagum	0	0	1051	0	0	0
Sphingobium yanoikuyae	0	0	2924	0	0	3803
Sphingomonas cannabina	696	0	579	612	0	744
Sphingomonas daechungensis	0	145	350	0	141	0
Sphingomonas ginsengisoli An et al. 2013	0	0	225	0	0	0
Sphingomonas glaciei	0	0	119	0	0	0
Sphingomonas koreensis	0	0	1208	0	0	0
Sphingomonas limnosediminicola	0	179	2797	186	462	0
Sphingomonas lutea	0	0	397	0	0	193
Sphingomonas melonis	0	0	0	2226	0	0
Sphingomonas morindae	0	0	223	0	0	0
Sphingomonas nostoxanthinifaciens	181	298	236	219	0	0
Sphingomonas panacis	0	222	193	150	0	0
Sphingomonas panacisoli	0	0	0	0	218	0
Sphingomonas profundi	0	0	205	185	0	0
Sphingomonas psychrotolerans	0	453	147	135	150	0
Sphingomonas rhizophila	0	304	0	0	0	0
Sphingomonas sabuli	0	0	0	0	180	0
Sphingomonas sanxanigenens	1603	1496	0	1681	1552	0
Sphingomonas sediminicola	0	0	231	0	0	0
Sphingomonas sinipercae	0	0	162	0	0	0
Sphingomonas sp.	148	0	309	0	0	0
Sphingomonas sp. 7/4-4	190	0	0	0	0	0
Sphingomonas sp. AP4-R1	0	0	339	181	0	0
Sphingomonas sp. CL5.1	754	0	956	0	0	892
Sphingomonas sp. CV7422	0	0	488	0	0	0
Sphingomonas sp. FARSPH	0	0	983	0	0	0
Sphingomonas sp. HMP9	293	0	0	0	0	0
Sphingomonas sp. J315	0	0	0	305	0	0
Sphingomonas sp. KC8	0	0	0	0	183	0
Sphingomonas sp. KRR8	0	0	153	0	0	0
Sphingomonas sp. LHG3406-1	0	0	137	0	0	0
Sphingomonas sp. LM7	189	0	0	0	269	0
Sphingomonas sp. MM-1	0	0	2646	0	0	0
Sphingomonas sp. NBWT7	0	0	764	0	0	0
Sphingomonas sp. NIBR02145	208	0	139	221	199	0
Sphingomonas sp. PAMB00755	0	0	178	217	277	0
Sphingomonas sp. R1	803	0	617	0	0	0
Sphingomonas sp. S1-29	0	0	462	0	0	0
Sphingomonas sp. S2-65	0	0	0	0	292	0
Sphingomonas sp. SUN019	0	0	0	112	0	0
Sphingomonas sp. Y38-1Y	0	0	0	0	382	0
Sphingomonas taxi	283	0	0	0	0	0
Sphingopyxis lindanitolerans	0	0	571	0	0	0
Sphingopyxis macrogoltabida	0	0	0	824	0	1141
Sphingopyxis sp. 113P3	0	0	0	0	992	0
Sphingopyxis sp. EG6	0	1085	0	0	0	0
Sphingopyxis sp. PAMC25046	0	0	0	0	303	0
Sphingosinicella microcystinivorans	4573	0	5964	5855	4991	0
Sphingosinicella sp. BN140058	0	0	0	121	210	0
Spiractinospora alimapuensis	192	214	54	166	63	51
Spiribacter halobius	0	0	130	146	92	62
Spirosoma aerolatum	0	0	161	0	0	0
Spongiactinospora sp. TRM90649	376	398	0	0	0	0
Sporomusa termitida	0	95	0	0	0	0
Sporosarcina sp. Marseille-Q4943	0	0	390	0	0	0
Stackebrandtia nassauensis	140	130	64	205	164	0
Stakelama sp. W311	152	0	137	0	0	0
Stappia indica	2134	1983	3498	3460	2045	0
Stappia sp. ES.058	426	286	0	0	0	205
Starkeya sp. ORNL1	1408	1936	1242	2100	2201	1658
Stella humosa	1114	1216	1344	1207	1570	774
Stenotrophomonas maltophilia	3709	2659	0	4489	3368	1188
Stenotrophomonas rhizophila	290	0	0	0	0	0
Stenotrophomonas sp. A5586	0	0	0	172	0	0
Steroidobacter denitrificans	4835	1988	2422	2713	2848	512
Sterolibacterium denitrificans	0	0	0	2249	0	0
Stieleria maiorica	75	0	177	85	90	75
Stieleria neptunia	0	0	65	0	0	0
Stigmatella aurantiaca	356	388	702	586	851	166
Stratiformator vulcanicus	0	0	0	0	33	29
Streptacidiphilus sp. P02-A3a	3584	2589	1078	2719	2067	1773
Streptacidiphilus sp. PB12-B1b	2695	2387	1064	4024	2508	2069
Streptantibioticus cattleyicolor	1402	1882	1207	1206	1035	940
Streptomonospora litoralis	354	407	191	478	535	322
Streptomonospora nanhaiensis	550	600	210	309	381	0
Streptomyces actuosus	773	595	1296	916	1588	792
Streptomyces akebiae	786	559	387	486	581	638
Streptomyces albidoflavus	0	0	2800	5871	0	0
Streptomyces alboflavus	331	0	384	306	0	0
Streptomyces alboniger	0	0	195	470	397	0
Streptomyces albus	333	239	197	0	271	0
Streptomyces alfalfae	546	812	688	459	0	316
Streptomyces ambofaciens	500	537	361	888	912	0
Streptomyces angustmyceticus	2518	1344	970	739	2687	5140
Streptomyces antibioticus	469	809	1037	1665	1584	848
Streptomyces antimycoticus	4332	3228	2126	3134	3806	1989
Streptomyces anulatus	0	900	0	1358	864	0
Streptomyces aquilus	1661	1338	2227	1728	1785	1548
Streptomyces argyrophyllae	1958	2452	3629	3688	1665	684
Streptomyces armeniacus	224	179	135	120	219	120
Streptomyces asoensis	1587	1951	532	1183	1918	1290
Streptomyces atratus	10094	4636	862	8277	2419	6662
Streptomyces aurantiacus	1039	1244	1002	1206	798	687
Streptomyces auratus	0	0	0	541	0	0
Streptomyces aureoverticillatus	510	487	303	313	0	256
Streptomyces autolyticus	3629	4246	5173	10651	10489	7634
Streptomyces avermitilis	1240	1334	1509	1676	1443	1112
Streptomyces bathyalis	1123	880	198	303	863	323
Streptomyces broussonetiae	7675	12828	14916	14065	14474	10586
Streptomyces buecherae	797	698	419	739	480	0
Streptomyces cadmiisoli	613	659	817	1019	748	882
Streptomyces calvus	0	0	270	563	0	407
Streptomyces caniscabiei	0	0	550	0	0	0
Streptomyces capitiformicae	853	1346	731	840	735	565
Streptomyces chartreusis	3009	5046	2295	1667	4120	1692
Streptomyces chromofuscus	1104	1081	1384	1003	1304	805
Streptomyces cinnabarinus	0	573	494	555	1302	634
Streptomyces clavuligerus	0	536	254	288	0	0
Streptomyces coeruleorubidus	1813	2172	1753	1882	1502	1098
Streptomyces collinus	17143	7938	31192	9615	12947	5100
Streptomyces coralus	1803	792	748	1378	1926	831
Streptomyces cyaneochromogenes	1131	1211	1321	1225	1438	457
Streptomyces cyaneogriseus	758	0	577	0	0	813
Streptomyces cyanogenus	1528	1640	4238	2730	1691	2673
Streptomyces cynarae	7793	3827	22505	7210	7430	3900
Streptomyces dangxiongensis	482	1207	939	1519	1111	929
Streptomyces davaonensis	1065	1993	536	1840	1041	634
Streptomyces deccanensis	855	605	700	686	1113	515
Streptomyces decoyicus	0	0	229	0	0	0
Streptomyces dengpaensis	1608	2712	1464	2339	2809	3094
Streptomyces drozdowiczii	0	0	0	0	380	0
Streptomyces durmitorensis	510	602	391	360	550	0
Streptomyces fagopyri	741	1196	470	563	425	546
Streptomyces ferrugineus	1773	3322	962	2624	1895	1544
Streptomyces ficellus	417	0	294	0	557	0
Streptomyces finlayi	290	0	243	318	329	0
Streptomyces flavofungini	860	0	350	1031	987	1052
Streptomyces fodineus	27403	10976	49230	52184	31196	20240
Streptomyces formicae	509	700	519	742	966	464
Streptomyces fradiae	2330	1697	2536	0	0	0
Streptomyces fungicidicus	0	0	994	0	0	0
Streptomyces galilaeus	0	0	348	0	771	0
Streptomyces gardneri	368	470	193	0	0	400
Streptomyces genisteinicus	0	0	0	327	708	0
Streptomyces gilvosporeus	1037	1113	3294	2138	951	1041
Streptomyces glaucescens	541	933	516	1292	833	484
Streptomyces gobiensis	0	221	113	272	0	0
Streptomyces graminofaciens	895	1467	554	974	834	698
Streptomyces griseocarneus	995	661	273	504	607	348
Streptomyces griseochromogenes	4918	9927	7099	8435	30959	5196
Streptomyces griseofuscus	1109	1334	1224	1563	998	1448
Streptomyces griseorubiginosus	2055	1930	43489	2092	6351	1296
Streptomyces griseoviridis	1148	1510	709	1266	968	679
Streptomyces griseus	0	560	0	0	0	0
Streptomyces halobius	689	1088	777	974	974	662
Streptomyces harbinensis	279	299	1132	1321	0	0
Streptomyces hawaiiensis	0	587	324	773	0	583
Streptomyces hundungensis	0	464	531	492	954	333
Streptomyces hygroscopicus	1705	3376	1843	947	927	1703
Streptomyces incarnatus	6378	5844	63933	46320	28977	20629
Streptomyces inhibens	602	901	477	1313	968	593
Streptomyces janthinus	0	0	342	712	823	0
Streptomyces kanamyceticus	315	0	288	417	0	0
Streptomyces katrae	2398	749	585	0	1467	1265
Streptomyces koyangensis	843	0	518	0	0	0
Streptomyces laculatispora	0	748	756	1263	1006	1160
Streptomyces lavendulae	922	534	252	394	0	0
Streptomyces leeuwenhoekii	0	0	280	586	821	592
Streptomyces liangshanensis	348	756	297	395	690	269
Streptomyces lienomycini	0	0	0	854	767	0
Streptomyces liliifuscus	1354	1446	780	723	906	674
Streptomyces lincolnensis	621	774	346	1355	1267	0
Streptomyces longhuiensis	525	1818	484	1057	1041	0
Streptomyces lunaelactis	1683	1330	668	1428	1725	630
Streptomyces lusitanus	0	0	307	0	0	0
Streptomyces luteoverticillatus	11571	12010	1740	2660	1300	1730
Streptomyces lydicamycinicus	0	0	244	0	0	0
Streptomyces lydicus	2276	1262	1314	5805	2600	1096
Streptomyces malaysiensis	3836	3052	0	0	0	0
Streptomyces marincola	502	584	504	179	996	252
Streptomyces mirabilis	3545	7905	5677	8683	3483	6509
Streptomyces mobaraensis	0	0	363	596	508	0
Streptomyces murinus	3215	2688	2329	2297	2675	0
Streptomyces nigra	615	552	968	1116	665	547
Streptomyces nigrescens	2025	1675	931	2266	3161	1657
Streptomyces nitrosporeus	370	0	0	0	0	0
Streptomyces niveus	1085	1110	420	542	792	462
Streptomyces nodosus	3091	2305	1651	3345	2723	1420
Streptomyces nojiriensis	648	688	244	678	601	0
Streptomyces noursei	1530	3033	1435	2004	2045	978
Streptomyces olivoreticuli	1775	1495	1129	1347	1320	1002
Streptomyces pactum	499	536	350	0	0	0
Streptomyces paludis	0	609	118	244	295	282
Streptomyces parvulus	0	0	1080	0	0	0
Streptomyces peucetius	562	1010	392	350	701	283
Streptomyces phaeolivaceus	950	1162	419	1306	887	613
Streptomyces phaeoluteigriseus	617	566	461	1289	1347	948
Streptomyces pluripotens	729	1644	1569	1184	788	981
Streptomyces prasinus	0	952	310	859	420	356
Streptomyces pratensis	0	0	120	0	0	0
Streptomyces pristinaespiralis	0	827	250	454	620	0
Streptomyces qaidamensis	0	0	644	0	0	0
Streptomyces qinzhouensis	263	285	0	0	380	245
Streptomyces rapamycinicus	1583	1487	1411	1171	1597	1118
Streptomyces rectiverticillatus	368	793	489	479	0	0
Streptomyces rimosus	412	445	254	336	575	0
Streptomyces rochei	0	0	2140	2793	0	0
Streptomyces roseicoloratus	626	755	333	555	406	550
Streptomyces roseirectus	528	889	402	727	814	430
Streptomyces roseochromogenus	40501	30233	39442	24536	24152	12958
Streptomyces seoulensis	2098	1864	1561	1309	2226	967
Streptomyces sp. 11-1-2	2001	2311	522	1074	1216	0
Streptomyces sp. 11x1	684	969	831	760	1317	956
Streptomyces sp. 2114.2	0	7192	2078	0	0	0
Streptomyces sp. 2323.1	571	0	326	673	683	0
Streptomyces sp. 3214.6	2384	3875	3138	2655	2192	1666
Streptomyces sp. 71268	0	0	250	0	0	0
Streptomyces sp. 769	2100	3594	872	0	0	0
Streptomyces sp. 891-h	197	0	182	0	223	179
Streptomyces sp. A1-5	0	6617	0	0	0	0
Streptomyces sp. A2-16	1041	2037	1244	1294	1787	758
Streptomyces sp. ADI95-16	0	0	0	0	852	654
Streptomyces sp. AM 2-1-1	0	0	0	0	492	0
Streptomyces sp. AM 4-1-1	456	0	139	0	0	277
Streptomyces sp. AM2-3-1	559	1053	256	1057	692	1150
Streptomyces sp. AM8-1-1	349	376	134	414	275	0
Streptomyces sp. AMCC400023	0	734	1069	0	0	0
Streptomyces sp. AgN23	4740	2024	3946	3729	0	0
Streptomyces sp. Alt3	572	0	368	671	0	601
Streptomyces sp. BB1-1-1	0	578	312	407	483	0
Streptomyces sp. BHT-5-2	365	389	1574	607	326	271
Streptomyces sp. BPPL-273	0	0	2434	0	0	0
Streptomyces sp. BPTC-684	468	840	173	437	527	0
Streptomyces sp. C8S0	0	518	269	0	445	0
Streptomyces sp. CA-210063	668	1567	831	861	1656	719
Streptomyces sp. CB01881	2415	1780	712	2166	1831	2354
Streptomyces sp. CB09001	756	1465	268	1016	0	0
Streptomyces sp. CCM_MD2014	0	825	0	0	0	0
Streptomyces sp. CFMR 7	0	0	0	0	1278	0
Streptomyces sp. CGMCC 4.1456	0	0	0	0	1332	0
Streptomyces sp. CGMCC 4.7035	11229	6556	8468	10947	10315	6003
Streptomyces sp. CL7	721	0	572	548	0	0
Streptomyces sp. CMB-StM0423	441	499	226	403	0	0
Streptomyces sp. CNQ-509	0	0	0	346	0	0
Streptomyces sp. Caat 7-52	2289	1903	2740	1682	2916	1203
Streptomyces sp. CdTB01	3435	4498	75554	8781	9476	2296
Streptomyces sp. DSM 40750	653	536	340	639	453	316
Streptomyces sp. DSM 40868	883	2084	7729	4320	3824	1108
Streptomyces sp. EAS-AB2608	887	0	701	0	867	0
Streptomyces sp. F12	0	240	0	0	0	0
Streptomyces sp. FIT100	0	588	277	435	780	0
Streptomyces sp. FR1	0	0	37	0	0	0
Streptomyces sp. FXJ1.172	39201	9671	291981	29698	38377	77632
Streptomyces sp. FXY-T5	516	659	439	0	0	0
Streptomyces sp. FZ201	836	1197	561	1013	1411	413
Streptomyces sp. GMY02	4177	4481	206	684	3352	1708
Streptomyces sp. GQFP	660	1060	557	547	547	332
Streptomyces sp. GS7	2984	7692	870	1584	498	678
Streptomyces sp. Go-475	1623	988	538	1028	607	0
Streptomyces sp. Go40/10	2688	2131	3162	2044	2249	810
Streptomyces sp. HL-66	0	427	0	0	526	0
Streptomyces sp. HM190	0	923	1053	553	569	384
Streptomyces sp. HNA39	0	0	588	0	0	0
Streptomyces sp. HP-A2021	667	853	465	1106	0	0
Streptomyces sp. HSG2	569	934	323	966	779	749
Streptomyces sp. HUAS 14-6	2837	5228	4522	3337	13948	1189
Streptomyces sp. HUAS 15-9	4947	9697	4231	10162	11805	3795
Streptomyces sp. HUAS 2-6	10178	19981	200672	27021	11553	7298
Streptomyces sp. HUAS 31	1222	0	513	0	688	0
Streptomyces sp. HUAS 5	749	942	596	3087	741	705
Streptomyces sp. HUAS CB01	566	0	451	822	0	342
Streptomyces sp. HUAS YS2	567	379	273	627	807	810
Streptomyces sp. ITFR-16	0	369	0	357	0	0
Streptomyces sp. ITFR-21	1079	924	285	983	1327	624
Streptomyces sp. ITFR-6	0	354	105	299	252	0
Streptomyces sp. JB150	541	572	354	511	410	375
Streptomyces sp. Je 1-369	0	0	253	0	0	0
Streptomyces sp. KMM 9044	904	727	522	1706	1547	2202
Streptomyces sp. LRE541	345	557	236	382	0	0
Streptomyces sp. LX-29	962	0	446	683	662	365
Streptomyces sp. Li-HN-5-11	3361	4287	8343	4121	3831	1748
Streptomyces sp. M2	0	0	2285	0	4088	0
Streptomyces sp. M56	0	3608	2440	2671	2253	1797
Streptomyces sp. M92	0	820	443	840	491	0
Streptomyces sp. MA3_2.13	380	321	220	143	335	0
Streptomyces sp. MBT27	569	694	429	766	0	330
Streptomyces sp. MMBL 11-1	0	0	0	0	0	719
Streptomyces sp. MOE7	0	0	0	766	0	0
Streptomyces sp. MRC013	714	0	498	0	0	0
Streptomyces sp. MST-110588	289	501	237	332	470	0
Streptomyces sp. Mut1	351	0	0	397	573	0
Streptomyces sp. N50	1581	1887	839	1383	2024	1159
Streptomyces sp. NA02536	3863	4921	4675	2255	0	0
Streptomyces sp. NA02950	711	1198	729	1211	654	444
Streptomyces sp. NA03103	2540	0	0	0	0	0
Streptomyces sp. NA04227	0	312	0	0	0	0
